,coefficient,std_error,p_value,ci_low,ci_high
C(market_id)[T.517227],-0.004414697889325873,0.01757694732613544,0.801687250837265,-0.03886488160670894,0.030035485828057193
C(market_id)[T.517311],-0.012066148408489052,0.010276923467748238,0.24035448381939428,-0.03220854827715008,0.008076251460171975
C(market_id)[T.517600],-0.008236424572259645,0.005183044056328751,0.11203567235462586,-0.01839500425294839,0.001922155108429099
C(market_id)[T.517636],0.004407495687198965,0.018331811242153658,0.8099978406684015,-0.031522194118808675,0.04033718549320661
C(market_id)[T.517817],0.020890553311825735,0.03574409581022216,0.5589191664867739,-0.049166587136158735,0.09094769375981021
C(market_id)[T.517855],0.02578784294685938,0.028629214294055755,0.36771980543336646,-0.03032438597516921,0.08190007186888798
C(market_id)[T.518009],0.017539231937218475,0.011381780244508661,0.12331874084810003,-0.004768647421967989,0.03984711129640494
C(market_id)[T.518036],0.005116191418841495,0.007017442619188056,0.46596019307666303,-0.008637743378343521,0.01887012621602651
C(market_id)[T.518209],-0.007557425608220349,0.0037785645388069746,0.04549179045756463,-0.014963276017542219,-0.00015157519889847856
C(market_id)[T.518332],-0.009539397862926529,0.004291712777126689,0.026232767839740146,-0.017951000338085214,-0.001127795387767843
C(market_id)[T.518396],-0.009625844680886073,0.0033471482188965713,0.00402960795876351,-0.016186134640840743,-0.003065554720931404
C(market_id)[T.518400],-0.0004580980737011065,0.0031025653409319353,0.8826178991005196,-0.006539014401609934,0.005622818254207721
C(market_id)[T.518476],-0.013692958476565452,0.006932441772618746,0.048245464318015574,-0.027280294675819203,-0.0001056222773116993
C(market_id)[T.518648],0.009946778343738298,0.009314802362437634,0.2855897954251434,-0.008309898809748077,0.028203455497224673
C(market_id)[T.518649],-0.03172646624198823,0.011833980965359642,0.00734106113252497,-0.054920642727825666,-0.00853228975615079
C(market_id)[T.518704],0.012641783301570056,0.014872743840041433,0.39532691655248786,-0.016508258976201097,0.041791825579341205
C(market_id)[T.518889],-0.022643386827029294,0.01141052062307059,0.047207852311378425,-0.04500759629309919,-0.00027917736095939977
C(market_id)[T.519048],-0.009031633031231692,0.01123884687524983,0.4216231047607869,-0.031059368134481884,0.012996102072018501
C(market_id)[T.519066],0.018541946903022098,0.007786401203813511,0.017250514744661282,0.0032808809743682943,0.0338030128316759
C(market_id)[T.519391],-0.017478689749836292,0.006512409811064185,0.0072767763550088075,-0.03024277843208739,-0.0047146010675851915
C(market_id)[T.519628],-0.0024957843693193763,0.010813004274737395,0.817459907946943,-0.02368888331248232,0.01869731457384357
C(market_id)[T.519695],-0.0007005755452125966,0.009819455545382834,0.9431226556788079,-0.019946354761955064,0.018545203671529873
C(market_id)[T.519776],0.0199629247967067,0.010764088950343174,0.06365542028436683,-0.001134301872351473,0.041060151465764874
C(market_id)[T.519777],0.016631886166976455,0.00861113699316599,0.05342878116420249,-0.00024563220556941823,0.03350940453952233
C(market_id)[T.519778],0.011857267657089533,0.007493316521220378,0.11356304676214402,-0.0028293628492613767,0.026543898163440445
C(market_id)[T.519806],0.0023957918017893302,0.008599306050962171,0.7805495692479687,-0.014458538350133884,0.019250121953712545
C(market_id)[T.519906],0.016303029166323438,0.010077910845856696,0.10572742024463852,-0.003449313130961279,0.036055371463608155
C(market_id)[T.520165],-0.03679017229329818,0.010195488100080466,0.0003080012132873241,-0.056772961774262595,-0.016807382812333765
C(market_id)[T.520579],-0.00545682615089082,0.007320439695763136,0.4560158762414993,-0.01980462430558392,0.008890972003802277
C(market_id)[T.520630],0.022220594765832373,0.020897492316503848,0.2876396082775088,-0.018737737541717675,0.06317892707338242
C(market_id)[T.520930],0.016951547725373557,0.017435673036829573,0.33093433251409576,-0.017221743473028517,0.05112483892377563
C(market_id)[T.521019],0.005584862631578161,0.022615735830275978,0.8049501138236844,-0.038741165079634814,0.049910890342791135
C(market_id)[T.521304],-0.031158699953815185,0.006249022597229274,6.158740052770759e-07,-0.04340655918296151,-0.018910840724668858
C(market_id)[T.521534],-0.02352347970105234,0.010787586359258345,0.029212542415120283,-0.04466676044531426,-0.0023801989567904212
C(market_id)[T.521834],0.036140733521866863,0.022398286660913768,0.10662528204627796,-0.007759101648928027,0.08004056869266175
C(market_id)[T.521835],0.021243113920197808,0.010681671167585801,0.046729420447618825,0.00030742313702972895,0.04217880470336589
C(market_id)[T.521836],0.02587904834670588,0.012166814802913924,0.03341849027264772,0.0020325295264257935,0.049725567166985965
C(market_id)[T.521873],0.0139286953885016,0.03403281759420448,0.6823397149040434,-0.052774401388560266,0.08063179216556346
C(market_id)[T.528797],-0.03599907463594007,0.019372523127848745,0.06313290855885074,-0.07396852225619285,0.0019703729843127057
C(market_id)[T.528798],-0.03239220996143277,0.014024209230960247,0.020902817784653877,-0.059879154965769024,-0.0049052649570965196
C(market_id)[T.663849],-0.012456942992200726,0.008095350890075527,0.12385864910680078,-0.02832353917896303,0.0034096531945615773
C(market_id)[T.916440],0.7793564635596639,0.0067149192005238985,0.0,0.7661954637675406,0.7925174633517873
log2_size,0.0016533216026137737,0.0023696692279902955,0.48536393537105027,-0.0029911447395200397,0.006297787944747587
price,0.5351173174715931,0.6387537272968412,0.4021699097523841,-0.716816983020935,1.7870516179641212
price_sq,-0.02833397604886123,5.669295744702128,0.9960123533962296,-11.139949453371218,11.083281501273495
log_volume,-0.007023221994753274,0.0016865013241710077,3.122082026898512e-05,-0.010328703850007559,-0.0037177401394989885
days_to_resolution,-0.00019859827875914852,0.0001885385652472993,0.2921777410063391,-0.0005681270763407102,0.0001709305188224132
days_missing,-0.015788850935177408,0.005117080378171418,0.002031969469376153,-0.025818144182389986,-0.005759557687964828
